Прізвище,Імя,По бат,Стать,Дата народження,Посада,Місто проживання,Адреса прож,Телефон,Email
Єрченко,Пантелеймон,Ярославович,Ч,27.09.1992,Юрист,хутір Іллінці,"сквер Хвиляста, буд. 6, Берегове, 79449",+380 (46) 372-54-84,marusiababenko@example.com
Салій,Лесь,Олександрович,Ч,19.12.1980,Хімік,селище Новгород-Сіверський,"узвіз Хімічний 1-й, буд. 930, Жовті Води, 25424",+380 44 167-67-49,iarema68@example.com
Короленко,Соломія,Максимівна,Ж,08.05.1970,Електрик,місто Алушта,"набережна Сергія Уточкіна, буд. 1, Долина, 34329",+380 12 363-48-38,tymchenkodan@example.org
Скиба,Георгій,Анатолійович,Ч,11.10.1972,Музикант,хутір Богодухів,"шосе Кипарисний 1-й, буд. 853, Новий Розділ, 58458",655 69 64,kamillagerega@example.net
Девдюк,Тарас,Максимович,Ч,28.08.1992,Реабілітолог,місто Пирятин,"провулок Ширяївський, буд. 53, Боково-Хрустальне, 50323",042 176 48 96,nazarenkomyron@example.com
Левченко,Орися,Юріївна,Ж,14.01.1986,Вчитель,хутір Золотоноша,"парк Володимира Вінниченка, буд. 49, Ніжин, 31902",972-89-75,ishchyrytsia@example.net
Філіпенко,Орися,Степанівна,Ж,02.04.2008,Мовознавець,місто Новоград-Волинський,"провулок Савранська, буд. 8 кв. 585, Вишгород, 23802",+380 58 390-64-05,adamenkooleksa@example.net
Затовканюк,Орися,Дмитрівна,Ж,09.03.1963,Співак,село Бориспіль,"сквер Іванова Ігоря, буд. 1, Корець, 79503",+380 49 943 14 05,alevtynsatsiuk@example.com
Колодуб,Марко,Олександрович,Ч,02.09.1942,Круп'є,село Пустомити,"площа Харківська, буд. 65, Шептицький, 78158",124 43 05,valentynatalan@example.com
Савенко,Олег,Ярославович,Ч,22.05.1975,Кухар,селище Благовіщенське,"проспект Юннатів 2-й, буд. 6, Волноваха, 46441",+380 48 636-97-67,tkachvladyslav@example.org
Євдокименко,Клавдія,Сергіївна,Ж,27.09.1939,Етнограф,місто Ужгород,"сквер Восьмого Березня Лінія 1-ша, буд. 150 кв. 77, Хрустальний, 65813",+380 48 335 65 33,azhazhalukian@example.com
Голик,Азар,Олександрович,Ч,29.09.1968,Головний меркшейдер,місто Бобринець,"проспект Рози вітрів, буд. 71, Острог, 26871",047 191-36-78,olena17@example.net
Атаманчук,Дан,Сергійович,Ч,26.01.1996,Історик,місто Дубно,"узвіз Станційна 2-га, буд. 06 кв. 9, Дунаївці, 64551",077 639 79 58,tymofii47@example.org
Пустовіт,Теодор,Леонідович,Ч,01.06.1955,Будник,місто Люботин,"площа Проїзний 3-й, буд. 29, Сколе, 39179",099 638 14 40,iemetsmykhailo@example.net
Єщенко,Валентина,Ігорівна,Ж,17.05.1938,Письменник,село Соледар,"набережна Світлий, буд. 62 кв. 04, Васильків, 47739",092 484 44 63,bohuslav61@example.net
Бабʼяк,Юстим,Віталійович,Ч,13.04.1991,Сценарист,хутір Фастів,"узвіз Чубаївська, буд. 6 кв. 2, Вилкове, 87696",+380 11 362 18 34,volodymyr21@example.net
Дуплій,Ліза,Дмитрівна,Ж,06.03.1945,Фізик,селище Хрустальний,"проспект Станційна 2-га, буд. 589 кв. 106, Сорокине, 44576",076 733-55-15,bdashkevych@example.net
Гайда,Галина,Василівна,Ж,01.03.1948,Стропальник,селище Сіверськ,"парк Молокова, буд. 800 кв. 808, Тальне, 57489",451 46 25,klyment29@example.net
Михалюк,Зорян,Іванович,Ч,07.12.1965,Вчитель,хутір Почаїв,"парк Пересипська 8-ма, буд. 765, Сокиряни, 94021",695 80 93,eduardzakharenko@example.com
Негода,Трохим,Григорович,Ч,17.08.1948,Фольклорист,село Алушта,"парк Зої Бутенко, буд. 13 кв. 150, Зоринськ, 35195",678 31 46,fsych@example.org
Мірошниченко,Ярема,Ярославович,Ч,21.11.1961,Менеджер,село Бурштин,"площа Танкістів, буд. 02 кв. 8, Лисичанськ, 76490",+380 19 469 20 07,semenchenkopanteleimon@example.com
Канівець,Данна,Іванівна,Ж,06.04.1990,М'ясник,селище Брянка,"парк Мала, буд. 589, Очаків, 26713",036 955 31 66,martaiakovenko@example.com
Левченко,Данило,Павлович,Ч,29.08.1972,Фрілансер,селище Нова Одеса,"провулок Подільська, буд. 86 кв. 520, Сколе, 24815",069 072-16-21,jirvanets@example.org
Литвин,Леонід,Анатолійович,Ч,25.04.1997,Хімік,село Липовець,"проспект Деволанівський узвіз, буд. 91, Шахтарськ, 13976",017 238 12 42,arkadiibaidak@example.com
Ємельяненко,Хома,Ярославович,Ч,22.07.2000,Швачка,селище Середина-Буда,"провулок Майстерний, буд. 727, Хирів, 50682",093 674-89-75,mykhaliukdemian@example.org
Колодуб,Сергій,Віталійович,Ч,19.03.1975,Патологоанатом,місто Генічеськ,"площа Сортувальна 1-ша, буд. 096, Володимир-Волинський, 46022",253 06 43,ievhen99@example.org
Панчук,Ярема,Леонідович,Ч,15.12.1944,Державний службовець,хутір Устилуг,"сквер Панаса Саксаганського, буд. 116 кв. 3, Угнів, 75460",780 64 64,erika49@example.org
Гузенко,Ірина,Степанівна,Ж,27.11.1951,Режисер,село Дунаївці,"проспект Ананьївська, буд. 8, Герца, 34409",522 12 90,boleslav91@example.com
Рева,Ольга,Богданівна,Ж,08.05.2006,Хімік,селище Галич,"парк Композитора Вербицького, буд. 31, Антрацит, 04857",038 569 76 68,okarpenko@example.net
Алексюк,Варвара,Володимирівна,Ж,10.06.1951,Різноробочий,село Рені,"набережна Каберне, буд. 43 кв. 9, Угнів, 36872",+380 (99) 597-85-90,xzhaivoron@example.com
Голик,Пармен,Ігорович,Ч,11.07.1969,Складальник,місто Бахмут,"площа Софіївська, буд. 8 кв. 6, Алупка, 85149",655-10-36,tiaremkiv@example.org
Сиротенко,Ростислав,Максимович,Ч,29.12.1939,Продюсер,селище Трускавець,"узвіз Камишова, буд. 477 кв. 033, Південне, 13665",016 702-04-64,poltavetsvarfolomii@example.com
Талан,Тереза,Ігорівна,Ж,15.05.2006,Палеонтолог,селище Христинівка,"шосе Верхня, буд. 65 кв. 592, Дунаївці, 98442",+380 (98) 678-94-93,ostapaleksiuk@example.net
Чайка,Ілля,Дмитрович,Ч,25.03.1984,Реставратор,місто Зміїв,"площа Леоніда Осики, буд. 66 кв. 7, Богуслав, 03169",+380 67 411-24-68,vanchenkoivan@example.org
Романчук,Онисим,Романович,Ч,05.11.1953,Піаніст,село Костопіль,"набережна Десантний, буд. 447 кв. 54, Козятин, 33007",+380 49 164 33 55,khomenkoostap@example.net
Ґерус,Климент,Тарасович,Ч,07.10.1945,Фермер,місто Остер,"парк Отамана Чепіги, буд. 660 кв. 4, Коломия, 07375",+380 (93) 091-67-40,daryna66@example.org
Чумак,Климент,Миколайович,Ч,17.04.1950,Бібліотекар,село Багачеве,"шосе Новосельского, буд. 81, Сторожинець, 18875",887 28 45,andriishynbohdan@example.com
Дробʼязко,Леопольд,Дмитрович,Ч,07.03.1952,Історик,село Охтирка,"шосе Джевецького, буд. 17, Берестин, 82808",+380 (51) 536-93-34,leonhavryshkevych@example.net
Сацюк,Охрім,Тарасович,Ч,05.01.1987,Електромонтажник,село Переяслав,"шосе Павла Клепацького, буд. 0, Новоазовськ, 26449",+380 (91) 945-45-77,demyd35@example.com
Коваленко,Лукʼян,Ярославович,Ч,10.10.1995,Медик,місто Кипуче,"парк Тінистий, буд. 9, Малин, 80442",+380 62 010-89-52,havryshkevychzlatoslava@example.com
Фастенко,Андрій,Вікторович,Ч,18.08.2001,Патологоанатом,хутір Богуслав,"провулок Водопровідний 2-й, буд. 38 кв. 80, Вознесенівка, 25147",029 403-57-58,xzhurba@example.com
Гаврилишина,Ліза,Анатоліївна,Ж,02.09.1972,Випробувач,хутір Костопіль,"вулиця Лазурського, буд. 293, Баранівка, 44666",093 139 17 82,ekozachenko@example.net
Авдєєнко,Данна,Андріївна,Ж,27.04.1967,Намотувальник,хутір Черкаси,"вулиця Мирна, буд. 553, Кобеляки, 59436",132 97 67,khomahres@example.com
Корпанюк,Леонтій,Михайлович,Ч,20.02.1942,Візажист,село Олександрівськ,"шосе Юннатів, буд. 436, Золоте, 67873",+380 (14) 106-94-01,fedirromanets@example.net
Адаменко,Дарина,Олександрівна,Ж,22.01.2008,Слідчий,місто Хмільник,"проспект узвіз Віталія Блажка, буд. 5, Глиняни, 67025",662 25 34,miroshnychenkomaksym@example.net
Байрак,Гордій,Іванович,Ч,14.04.1991,Фрілансер,селище Сімферополь,"парк Лиманчик 2-й Лінія 8-ма, буд. 54, Олешки, 71517",+380 69 246-59-08,stepan03@example.net
Чабан,Анастасія,Андріївна,Ж,10.02.1943,Слідчий,селище Мар'їнка,"провулок Елеваторна, буд. 936 кв. 83, Золочів, 64585",+380 30 380-61-18,ostelmakh@example.org
Бабенко,Геннадій,Володимирович,Ч,16.05.1952,Кухар,хутір Вознесенськ,"провулок Сортувальна 1-ша, буд. 67 кв. 46, Верхньодніпровськ, 64962",138 16 26,stykhyi@example.com
Олійник,Василь,Павлович,Ч,17.04.2002,Круп'є,село Хирів,"провулок Івасюка Володимира, буд. 33, Новоукраїнка, 53802",040 888 63 04,fgerus@example.org
Шахрай,Василь,Віталійович,Ч,19.01.1997,Ді-джей,селище Березань,"шосе Хімічна, буд. 07 кв. 50, Докучаєвськ, 47159",+380 49 355-15-00,cskoryk@example.org
Кащенко,Орхип,Ярославович,Ч,28.03.2001,Музикознавець,село Березне,"проспект Грушева, буд. 191 кв. 4, Жданівка, 29527",036 411-42-95,vasylynakarmaliuk@example.org
Якименко,Гліб,Васильович,Ч,06.09.1953,Диригент,село Мерефа,"проспект Асташкіна, буд. 439, Гола Пристань, 94561",066 228 92 50,olenahrechanyk@example.com
Піддубний,Ростислав,Леонідович,Ч,25.04.2005,Пілот,село Краматорськ,"парк Рибальський, буд. 388, Міусинськ, 17537",+380 31 697-19-47,iukhymprokopovych@example.com
Сіробаба,Анастасія,Юріївна,Ж,19.03.1967,Фізик,селище Ладижин,"набережна Івана Франка, буд. 958, Сорокине, 52201",+380 55 870-76-17,upustovit@example.com
Василевич,Миколай,Богданович,Ч,01.11.1985,Агроном,селище Буринь,"сквер Нафтовиків, буд. 8 кв. 31, Старокостянтинів, 01013",867 64 06,ivanchenkoazar@example.org
Корпанюк,Альберт,Андрійович,Ч,06.03.1948,Паблік рилейшнз,село Суходільськ,"шосе Лавкова, буд. 220 кв. 24, Макіївка, 96744",810 30 95,vzhuravel@example.com
